LASTREPORTEDDATE,STATION_ID,REGION_ID,RegionName,STATIONNAME,SHORT_NAME,LATITUDE,LONGITUDE,NUM_EBIKES_AVAILABLE,NUM_BIKES_AVAILABLE,NUM_DOCKS_AVAILABLE,CAPACITY,HAS_KIOSK
11/26/2019,409,9,Somerville,Elm St at White St,S32039,42.389524,-71.116941,0,4,15,19,TRUE
11/26/2019,156,9,Somerville,Somerville Hospital,S32020,42.390888,-71.109626,0,0,15,15,TRUE
11/26/2019,193,4,Brookline,Brookline Town Hall,K32005,42.333765,-71.120464,0,0,15,15,TRUE
11/26/2019,364,10,Boston,Tremont St at Northampton St,C32056,42.338896,-71.0815,0,4,15,19,TRUE
11/26/2019,143,8,Cambridge,EF - North Point Park,M32034,42.369885,-71.069957,0,7,15,23,TRUE
11/26/2019,362,10,Boston,Columbia Rd at Tierney Community Center,C32052,42.330231,-71.050601,0,4,15,19,TRUE
11/26/2019,359,10,Boston,One Brigham Circle,B32036,42.333923,-71.104465,0,0,15,15,TRUE
11/26/2019,60,10,Boston,Charles Circle - Charles St at Cambridge St,D32016,42.360793,-71.07119,0,4,15,19,TRUE
11/26/2019,77,9,Somerville,Somerville City Hall,S32001,42.386844,-71.09812,0,0,15,15,TRUE
11/26/2019,87,8,Cambridge,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,M32014,42.366621,-71.114214,0,0,15,15,TRUE
11/26/2019,131,10,Boston,Jackson Square T Stop,E32006,42.322931,-71.100141,0,2,15,18,TRUE
11/26/2019,27,10,Boston,Roxbury Crossing T Stop - Columbus Ave at Tremont St,C32001,42.331184,-71.095171,0,9,14,23,TRUE
11/26/2019,213,10,Boston,East Boston Neighborhood Health Center - 20 Maverick Square,A32031,42.369536,-71.039431,0,2,14,16,TRUE
11/26/2019,194,9,Somerville,Broadway St at Mt Pleasant St,S32014,42.386141,-71.078281,0,5,14,19,TRUE
11/26/2019,355,10,Boston,Bennington St at Constitution Beach,A32039,42.385224,-71.010631,0,3,14,17,TRUE
11/26/2019,225,8,Cambridge,Cambridge Dept. of Public Works -147 Hampshire St.,M32052,42.371197,-71.097599,0,5,14,19,TRUE
11/26/2019,419,10,Boston,Central Square East Boston,A32041,42.375449,-71.039185,0,1,14,15,TRUE
11/26/2019,358,10,Boston,Medford St at Charlestown BCYF,D32037,42.380429,-71.060557,0,5,14,19,TRUE
11/26/2019,346,10,Boston,Cleveland Circle,B32035,42.335543,-71.150615,0,1,14,15,TRUE
11/26/2019,178,8,Cambridge,MIT Pacific St at Purrington St,M32041,42.359573,-71.101295,0,5,14,19,TRUE
11/26/2019,17,10,Boston,Soldiers Field Park - 111 Western Ave,A32006,42.364263,-71.118276,0,1,14,15,TRUE
11/26/2019,101,9,Somerville,Ball Sq,S32007,42.399156,-71.111026,0,1,14,15,TRUE
11/26/2019,58,10,Boston,Mugar Way at Beacon St,D32017,42.355536,-71.072869,0,1,14,15,TRUE
11/26/2019,366,10,Boston,Broadway T Stop,C32053,42.342781,-71.057473,0,1,14,15,TRUE
11/26/2019,371,8,Cambridge,700 Huron Ave,M32060,42.380788,-71.154129,0,5,14,19,TRUE
11/26/2019,40,10,Boston,Lewis Wharf at Atlantic Ave,D32006,42.363871,-71.050877,0,3,14,19,TRUE
11/26/2019,377,9,Somerville,Perry Park,S32034,42.379273,-71.103419,0,5,14,19,TRUE
11/26/2019,401,4,Brookline,High St at Cypress St,K32010,42.325384,-71.121776,0,1,14,15,TRUE
11/26/2019,327,10,Boston,Main St at Thompson Sq,D32038,42.374878,-71.063835,0,1,14,15,TRUE
11/26/2019,14,10,Boston,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,B32003,42.337417,-71.102861,0,7,13,21,TRUE
11/26/2019,234,9,Somerville,Broadway at Central St,S32016,42.395172,-71.098506,0,2,13,15,TRUE
11/26/2019,226,4,Brookline,Commonwealth Ave At Babcock St,K32006,42.351547,-71.121262,0,2,13,15,TRUE
11/26/2019,336,10,Boston,Mattapan T Stop,C32045,42.267902,-71.093641,0,2,13,15,TRUE
11/26/2019,222,10,Boston,Troy Boston,C32035,42.343749,-71.062256,0,1,13,14,TRUE
11/26/2019,76,8,Cambridge,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,M32012,42.366426,-71.105495,0,4,13,17,TRUE
11/26/2019,356,10,Boston,Charlestown Navy Yard,D32039,42.374125,-71.054812,0,10,13,23,TRUE
11/26/2019,197,10,Boston,MLK Blvd at Washington St,B32023,42.321438,-71.091261,0,2,13,15,TRUE
11/26/2019,403,4,Brookline,Marion St at Harvard St,K32012,42.339781,-71.121334,0,2,13,15,TRUE
11/26/2019,44,10,Boston,Congress St at North St,D32009,42.360418,-71.057522,0,10,13,23,TRUE
11/26/2019,89,8,Cambridge,Harvard Law School at Mass Ave / Jarvis St,M32020,42.379011,-71.119945,0,5,13,19,TRUE
11/26/2019,51,10,Boston,Washington St at Lenox St,C32005,42.335099,-71.079038,0,2,13,15,TRUE
11/26/2019,187,4,Brookline,Cypress St at Clark Playground,K32009,42.327843,-71.125362,0,2,13,15,TRUE
11/26/2019,79,9,Somerville,Beacon St at Washington / Kirkland,S32003,42.37842,-71.105668,0,6,13,19,TRUE
11/26/2019,209,10,Boston,Chelsea St at Saratoga St,A32027,42.379772,-71.027448,0,1,13,15,TRUE
11/26/2019,235,9,Somerville,East Somerville Library (Broadway and Illinois),S32017,42.387628,-71.083187,0,3,12,15,TRUE
11/26/2019,361,10,Boston,Deerfield St at Commonwealth Ave,B32037,42.349244,-71.097282,0,6,12,19,TRUE
11/26/2019,363,10,Boston,Harrison Ave at Mullins Way,C32057,42.345216,-71.06384,0,7,12,19,TRUE
11/26/2019,349,10,Boston,Washington St at Talbot Ave,C32038,42.290333,-71.071806,0,5,12,17,TRUE
11/26/2019,351,10,Boston,Faneuil St at Arlington St,A32038,42.352766,-71.159885,0,3,12,15,TRUE
11/26/2019,365,10,Boston,Harrison Ave at Bennet St,D32043,42.349426,-71.0621,0,7,12,19,TRUE
11/26/2019,400,10,Boston,Big Papi Station,B32058,42.347345,-71.100168,0,7,12,19,TRUE
11/26/2019,395,104,Everett,Chelsea St at Vine St,V32009,42.403281,-71.047626,0,3,12,15,TRUE
11/26/2019,396,104,Everett,Main St at Beacon St,V32010,42.410727,-71.062668,0,3,12,15,TRUE
11/26/2019,180,8,Cambridge,Mt Auburn,M32043,42.374786,-71.133202,0,6,12,19,TRUE
11/26/2019,442,10,Boston,Hyde Park Ave at Walk Hill St,C32089,42.296067,-71.116012,0,3,12,15,TRUE
11/26/2019,440,10,Boston,Boston Landing,A32045,42.356561,-71.141675,0,5,12,17,TRUE
11/26/2019,6,10,Boston,Cambridge St at Joy St,D32000,42.361212,-71.065306,0,3,12,15,TRUE
11/26/2019,151,10,Boston,Surface Rd at India St,A32013,42.358155,-71.052163,0,5,12,19,TRUE
11/26/2019,118,8,Cambridge,Linear Park - Mass. Ave. at Cameron Ave. ,M32025,42.397828,-71.130516,0,7,12,19,TRUE
